Mouse_gene_name	Mouse_id	Predicted_status	Number_of_mouse_orthologs	Degree	Rank	Weighted-degree	Weighted_rank	Zebrafish_gene_name	Zfin_id	Predicted_status	Number_of_zebrafish_orthologs	Degree	Rank	Weighted-degree	Weighted-rank
fcsa3	mgi:2668937	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	134	NA	NA	NA	NA	NA	NA	NA	NA
skmw16	mgi:3640574	direct_annotation_to_the_hindlimb	NA	18	314	6.49676335364	334	NA	NA	NA	NA	NA	NA	NA	NA
skmw15	mgi:3640573	direct_annotation_to_the_hindlimb	NA	18	314	6.50121153092	328	NA	NA	NA	NA	NA	NA	NA	NA
skmw14	mgi:3640572	direct_annotation_to_the_hindlimb	NA	18	314	6.49676335364	334	NA	NA	NA	NA	NA	NA	NA	NA
skmw13	mgi:3640571	direct_annotation_to_the_hindlimb	NA	17	329	6.12954146074	346	NA	NA	NA	NA	NA	NA	NA	NA
skmw12	mgi:3640570	direct_annotation_to_the_hindlimb	NA	18	314	6.50121153092	328	NA	NA	NA	NA	NA	NA	NA	NA
skmw11	mgi:3510245	direct_annotation_to_the_hindlimb	NA	25	266	8.92466664313	278	NA	NA	NA	NA	NA	NA	NA	NA
skmw10	mgi:3510244	direct_annotation_to_the_hindlimb	NA	18	314	6.50121153092	328	NA	NA	NA	NA	NA	NA	NA	NA
in(2itga6-evx2)44ddu	mgi:4948250	direct_annotation_to_the_hindlimb	NA	4	524	1.24875977069	552	NA	NA	NA	NA	NA	NA	NA	NA
casp3	mgi:107739	predicted	1:casp3	125	17	49.0774002141	23	casp3a	zdb-gene-011210-1	predicted	2:casp3b,casp3a	60	346	27.2207594448	340
wbscr17	mgi:2137594	direct_annotation_to_the_hindlimb	NA	23	277	7.1203845664	311	NA	NA	NA	1:galnt17	NA	NA	NA	NA
fos	mgi:95574	predicted	NA	152	8	64.7903515793	9	NA	NA	NA	2:fosab,fosaa	NA	NA	NA	NA
dact1	mgi:1891740	direct_annotation_to_the_hindlimb	NA	5	500	1.64883184721	521	NA	NA	NA	1:dact1	NA	NA	NA	NA
hoxa13	mgi:96173	direct_annotation_to_the_hindlimb	NA	14	359	5.00863893151	381	NA	NA	NA	2:hoxa13a,hoxa13b	NA	NA	NA	NA
hoxa11	mgi:96172	direct_annotation_to_the_hindlimb	NA	15	350	5.35523666308	366	NA	NA	NA	2:hoxa11b,hoxa11a	NA	NA	NA	NA
fgf23	mgi:1891427	direct_annotation_to_the_hindlimb	NA	53	173	22.9646809506	113	NA	NA	NA	1:fgf23	NA	NA	NA	NA
ankrd27	mgi:2444103	direct_annotation_to_the_hindlimb	NA	3	549	1.17204059602	558	NA	NA	NA	1:ankrd27	NA	NA	NA	NA
ctgf	mgi:95537	direct_annotation_to_the_hindlimb	NA	93	52	36.208115426	58	NA	NA	NA	2:ctgfb,ctgfa	NA	NA	NA	NA
btbd9	mgi:1916625	direct_annotation_to_the_hindlimb	NA	1	627	0.304459270107	666	NA	NA	NA	1:btbd9	NA	NA	NA	NA
del(2hoxd10)13ddu	mgi:3616193	direct_annotation_to_the_hindlimb	NA	3	549	1.1019682337	565	NA	NA	NA	NA	NA	NA	NA	NA
prkg2	mgi:108173	direct_annotation_to_the_hindlimb	NA	52	175	19.7076210136	133	NA	NA	NA	1:prkg2	NA	NA	NA	NA
dcn	mgi:94872	predicted	NA	82	66	33.0020407534	73	NA	NA	NA	1:dcn	NA	NA	NA	NA
rab23	mgi:99833	direct_annotation_to_the_hindlimb	NA	9	430	3.52288066907	433	NA	NA	NA	1:rab23	NA	NA	NA	NA
tg(hoxd9/lacz/neo)4ddu	mgi:2664903	direct_annotation_to_the_hindlimb	NA	3	549	0.992076006564	577	NA	NA	NA	NA	NA	NA	NA	NA
traf6	mgi:108072	direct_annotation_to_the_hindlimb	NA	49	185	20.9848150942	120	NA	NA	NA	1:traf6	NA	NA	NA	NA
iah1	mgi:1914982	direct_annotation_to_the_hindlimb	NA	1	627	0.320831595571	648	NA	NA	NA	1:iah1	NA	NA	NA	NA
scn8a	mgi:103169	direct_annotation_to_the_hindlimb	NA	11	392	3.94066532883	411	NA	NA	NA	2:scn8aa,scn8ab	NA	NA	NA	NA
csf1	mgi:1339753	direct_annotation_to_the_hindlimb	NA	88	58	35.9696057924	59	NA	NA	NA	2:csf1b,csf1a	NA	NA	NA	NA
pfn1	mgi:97549	direct_annotation_to_the_hindlimb	NA	10	412	3.86341221934	418	NA	NA	NA	1:pfn1	NA	NA	NA	NA
fcsa1	mgi:2668935	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	140	NA	NA	NA	NA	NA	NA	NA	NA
ifrd1	mgi:1316717	direct_annotation_to_the_hindlimb	NA	18	314	5.92505957978	353	NA	NA	NA	1:ifrd1	NA	NA	NA	NA
adam17	mgi:1096335	direct_annotation_to_the_hindlimb	NA	39	209	15.1050354104	210	NA	NA	NA	2:adam17a,adam17b	NA	NA	NA	NA
myof	mgi:1919192	direct_annotation_to_the_hindlimb	NA	8	436	2.78620644609	460	NA	NA	NA	NA	NA	NA	NA	NA
pln	mgi:97622	direct_annotation_to_the_hindlimb	NA	4	524	1.52523816456	535	NA	NA	NA	1:pln	NA	NA	NA	NA
atp6v0d1	mgi:1201778	direct_annotation_to_the_hindlimb	NA	3	549	1.27535086711	549	NA	NA	NA	1:atp6v0d1	NA	NA	NA	NA
chsy1	mgi:2681120	direct_annotation_to_the_hindlimb	NA	9	430	4.36955344896	402	NA	NA	NA	1:chsy1	NA	NA	NA	NA
idua	mgi:96418	direct_annotation_to_the_hindlimb	NA	2	589	0.668360179313	616	NA	NA	NA	1:idua	NA	NA	NA	NA
pacs2	mgi:1924399	direct_annotation_to_the_hindlimb	NA	22	283	6.80068474045	323	NA	NA	NA	1:pacs2	NA	NA	NA	NA
src	mgi:98397	direct_annotation_to_the_hindlimb	1:src	168	3	70.3810697393	6	src	zdb-gene-030131-3809	predicted	1:src	206	15	91.7256202382	18
gdf11	mgi:1338027	direct_annotation_to_the_hindlimb	1:gdf11	22	283	8.65691417895	283	gdf11	zdb-gene-040427-2	direct_annotation_to_the_pelvic_fin	1:gdf11	72	289	29.3173384437	321
bicdl1	mgi:1922915	direct_annotation_to_the_hindlimb	NA	2	589	0.638524969653	620	NA	NA	NA	1:bicdl1	NA	NA	NA	NA
bgn	mgi:88158	direct_annotation_to_the_hindlimb	NA	67	89	26.5518728556	89	NA	NA	NA	2:bgnb,bgna	NA	NA	NA	NA
fbn1	mgi:95489	direct_annotation_to_the_hindlimb	NA	31	247	12.4162290494	239	NA	NA	NA	1:fbn1	NA	NA	NA	NA
ggt1	mgi:95706	direct_annotation_to_the_hindlimb	NA	45	197	16.7083820386	194	NA	NA	NA	2:ggt1a,ggt1b	NA	NA	NA	NA
fgf9	mgi:104723	direct_annotation_to_the_hindlimb	NA	86	61	36.616739349	54	NA	NA	NA	1:fgf9	NA	NA	NA	NA
fgf8	mgi:99604	direct_annotation_to_the_hindlimb	1:fgf8	106	34	46.6653706648	29	fgf8a	zdb-gene-990415-72	predicted	2:fgf8a,fgf8b	113	136	52.5592831801	122
comp	mgi:88469	direct_annotation_to_the_hindlimb	NA	32	243	12.7160965603	234	NA	NA	NA	1:comp	NA	NA	NA	NA
fgf4	mgi:95518	direct_annotation_to_the_hindlimb	1:fgf4	59	148	24.3608750284	102	fgf4	zdb-gene-001006-1	predicted	1:fgf4	103	169	47.5357944135	167
fgf2	mgi:95516	predicted	NA	122	20	51.2651497379	19	NA	NA	NA	1:fgf2	NA	NA	NA	NA
matn3	mgi:1328350	direct_annotation_to_the_hindlimb	NA	19	308	7.3714198362	308	NA	NA	NA	2:matn3b,matn3a	NA	NA	NA	NA
lbx1	mgi:104867	direct_annotation_to_the_hindlimb	NA	5	500	1.821504785	511	NA	NA	NA	2:lbx1a,lbx1b	NA	NA	NA	NA
myh4	mgi:1339713	direct_annotation_to_the_hindlimb	NA	11	392	3.88441846153	417	NA	NA	NA	NA	NA	NA	NA	NA
frzb	mgi:892032	direct_annotation_to_the_hindlimb	NA	24	271	8.74335420561	281	NA	NA	NA	1:frzb	NA	NA	NA	NA
mpc201h	mgi:5792207	direct_annotation_to_the_hindlimb	NA	1	627	0.300805436665	670	NA	NA	NA	NA	NA	NA	NA	NA
gli2	mgi:95728	direct_annotation_to_the_hindlimb	1:gli2	104	36	42.8396435427	38	gli2a	zdb-gene-990706-8	predicted	2:gli2a,gli2b	112	139	52.144829943	130
gli2	mgi:95728	direct_annotation_to_the_hindlimb	1:gli2	104	36	42.8396435427	38	gli2b	zdb-gene-050523-1	predicted	2:gli2a,gli2b	72	289	33.6578291838	277
gli3	mgi:95729	direct_annotation_to_the_hindlimb	1:gli3	94	48	38.3084075738	52	gli3	zdb-gene-041111-162	predicted	1:gli3	56	363	25.0939108847	359
slc26a2	mgi:892977	direct_annotation_to_the_hindlimb	NA	7	456	2.52710152237	477	NA	NA	NA	1:slc26a2	NA	NA	NA	NA
shox2	mgi:1201673	direct_annotation_to_the_hindlimb	NA	14	359	4.84548177876	383	NA	NA	NA	1:shox2	NA	NA	NA	NA
tg(sod1*h46r*h48q)58dbo	mgi:3793783	direct_annotation_to_the_hindlimb	NA	5	500	1.66151356931	517	NA	NA	NA	NA	NA	NA	NA	NA
jag2	mgi:1098270	direct_annotation_to_the_hindlimb	NA	11	392	3.9668228148	410	NA	NA	NA	2:jag2a,jag2b	NA	NA	NA	NA
zscan10	mgi:3040700	direct_annotation_to_the_hindlimb	NA	4	524	1.39985411085	543	NA	NA	NA	NA	NA	NA	NA	NA
mbp	mgi:96925	direct_annotation_to_the_hindlimb	NA	25	266	9.22078808152	270	NA	NA	NA	2:mbpa,mbpb	NA	NA	NA	NA
gars	mgi:2449057	direct_annotation_to_the_hindlimb	NA	1	627	0.308025071026	657	NA	NA	NA	1:gars	NA	NA	NA	NA
alkbh1	mgi:2384034	direct_annotation_to_the_hindlimb	NA	1	627	0.330883913461	642	NA	NA	NA	1:alkbh1	NA	NA	NA	NA
ostm1	mgi:2655574	direct_annotation_to_the_hindlimb	NA	4	524	1.53032149432	533	NA	NA	NA	1:ostm1	NA	NA	NA	NA
wfikkn2	mgi:2669209	direct_annotation_to_the_hindlimb	NA	21	293	7.21101663194	309	NA	NA	NA	2:wfikkn2b,wfikkn2a	NA	NA	NA	NA
wfikkn1	mgi:2670967	direct_annotation_to_the_hindlimb	NA	2	589	0.674148003865	614	NA	NA	NA	1:wfikkn1	NA	NA	NA	NA
psen1	mgi:1202717	direct_annotation_to_the_hindlimb	NA	41	204	15.161658016	209	NA	NA	NA	1:psen1	NA	NA	NA	NA
hexb	mgi:96074	direct_annotation_to_the_hindlimb	NA	2	589	0.688699299011	609	NA	NA	NA	1:hexb	NA	NA	NA	NA
tg(tek-gfp/cbfb)1spe	mgi:2653199	direct_annotation_to_the_hindlimb	NA	1	627	0.323601162687	646	NA	NA	NA	NA	NA	NA	NA	NA
acsl4	mgi:1354713	direct_annotation_to_the_hindlimb	NA	8	436	3.07952522981	451	NA	NA	NA	2:acsl4b,acsl4a	NA	NA	NA	NA
prdm4	mgi:1920093	direct_annotation_to_the_hindlimb	NA	6	480	2.21926283416	490	NA	NA	NA	NA	NA	NA	NA	NA
cbx6	mgi:3512628	direct_annotation_to_the_hindlimb	NA	11	392	4.04386545736	408	NA	NA	NA	2:cbx6b,cbx6a	NA	NA	NA	NA
mc3r	mgi:96929	direct_annotation_to_the_hindlimb	NA	10	412	5.11207896603	372	NA	NA	NA	1:mc3r	NA	NA	NA	NA
ret	mgi:97902	direct_annotation_to_the_hindlimb	1:ret	60	141	23.5325838236	110	ret	zdb-gene-980526-307	predicted	1:ret	139	77	57.2522632077	98
irf6	mgi:1859211	direct_annotation_to_the_hindlimb	NA	12	382	4.75128023497	388	NA	NA	NA	1:irf6	NA	NA	NA	NA
tmem256	mgi:1916436	direct_annotation_to_the_hindlimb	NA	1	627	0.320831595571	648	NA	NA	NA	NA	NA	NA	NA	NA
hmga2	mgi:101761	direct_annotation_to_the_hindlimb	NA	10	412	4.06226691628	407	NA	NA	NA	1:hmga2	NA	NA	NA	NA
notch2	mgi:97364	direct_annotation_to_the_hindlimb	1:notch2	99	40	39.0854021313	47	notch2	zdb-gene-000329-4	predicted	1:notch2	157	48	66.3735349473	54
alx4	mgi:108359	direct_annotation_to_the_hindlimb	NA	37	219	12.8265071296	232	NA	NA	NA	2:alx4a,alx4b	NA	NA	NA	NA
fgf18	mgi:1277980	direct_annotation_to_the_hindlimb	NA	58	155	23.6178011124	107	NA	NA	NA	2:fgf18a,fgf18b	NA	NA	NA	NA
cacna2d2	mgi:1929813	direct_annotation_to_the_hindlimb	NA	1	627	0.394918094693	630	NA	NA	NA	2:cacna2d2a,cacna2d2b	NA	NA	NA	NA
fgf10	mgi:1099809	direct_annotation_to_the_hindlimb	1:fgf10	79	75	33.8250300466	67	fgf10a	zdb-gene-030715-1	predicted	2:fgf10a,fgf10b	91	209	42.2152630934	212
fgf10	mgi:1099809	direct_annotation_to_the_hindlimb	1:fgf10	79	75	33.8250300466	67	fgf10b	zdb-gene-060828-1	predicted	2:fgf10a,fgf10b	89	215	40.7885720792	219
pcdh18	mgi:1920423	direct_annotation_to_the_hindlimb	NA	3	549	0.939967302867	592	NA	NA	NA	2:pcdh18b,pcdh18a	NA	NA	NA	NA
dmd	mgi:94909	direct_annotation_to_the_hindlimb	NA	53	173	20.5898662523	125	NA	NA	NA	1:dmd	NA	NA	NA	NA
slc40a1	mgi:1315204	direct_annotation_to_the_hindlimb	NA	4	524	1.31129919837	547	NA	NA	NA	1:slc40a1	NA	NA	NA	NA
tpo	mgi:98813	direct_annotation_to_the_hindlimb	NA	7	456	3.17961622146	447	NA	NA	NA	NA	NA	NA	NA	NA
slc12a6	mgi:2135960	direct_annotation_to_the_hindlimb	NA	3	549	0.957350900947	588	NA	NA	NA	NA	NA	NA	NA	NA
col1a2	mgi:88468	direct_annotation_to_the_hindlimb	1:col1a2	66	91	28.4793549705	83	col1a2	zdb-gene-030131-8415	predicted	1:col1a2	13	550	6.69764705882	539
usp14	mgi:1928898	direct_annotation_to_the_hindlimb	NA	5	500	2.10406040769	493	NA	NA	NA	1:usp14	NA	NA	NA	NA
col1a1	mgi:88467	direct_annotation_to_the_hindlimb	1:col1a1	104	36	43.373372749	36	col1a1a	zdb-gene-030131-9102	predicted	2:col1a1a,col1a1b	28	475	12.9904555749	465
col1a1	mgi:88467	direct_annotation_to_the_hindlimb	1:col1a1	104	36	43.373372749	36	col1a1b	zdb-gene-030131-4400	predicted	2:col1a1a,col1a1b	11	560	5.91705882353	554
ewsr1	mgi:99960	direct_annotation_to_the_hindlimb	NA	2	589	0.683640341017	611	NA	NA	NA	2:ewsr1b,ewsr1a	NA	NA	NA	NA
epdr1	mgi:2145369	direct_annotation_to_the_hindlimb	NA	15	350	4.60719965684	396	NA	NA	NA	1:epdr1	NA	NA	NA	NA
fmgty13	mgi:3512952	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	140	NA	NA	NA	NA	NA	NA	NA	NA
slc13a1	mgi:1859937	direct_annotation_to_the_hindlimb	NA	2	589	0.814614462828	600	NA	NA	NA	NA	NA	NA	NA	NA
fmgty11	mgi:3512950	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	134	NA	NA	NA	NA	NA	NA	NA	NA
fmgty10	mgi:3512930	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	140	NA	NA	NA	NA	NA	NA	NA	NA
ift88	mgi:98715	direct_annotation_to_the_hindlimb	NA	20	299	8.99160159699	276	NA	NA	NA	1:ift88	NA	NA	NA	NA
fmgty14	mgi:3512953	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	140	NA	NA	NA	NA	NA	NA	NA	NA
skmw17	mgi:3640575	direct_annotation_to_the_hindlimb	NA	17	329	6.12954146074	346	NA	NA	NA	NA	NA	NA	NA	NA
mtor	mgi:1928394	direct_annotation_to_the_hindlimb	1:mtor	92	55	38.6216147629	49	mtor	zdb-gene-030131-2974	predicted	1:mtor	183	28	80.8120734011	28
igfals	mgi:107973	direct_annotation_to_the_hindlimb	NA	16	343	6.46127567349	338	NA	NA	NA	1:igfals	NA	NA	NA	NA
chat	mgi:88392	direct_annotation_to_the_hindlimb	NA	8	436	3.15146905214	448	NA	NA	NA	2:chatb,chata	NA	NA	NA	NA
esr2	mgi:109392	direct_annotation_to_the_hindlimb	NA	62	99	23.9085522659	106	NA	NA	NA	2:esr2a,esr2b	NA	NA	NA	NA
myc	mgi:97250	predicted	NA	160	7	66.8072348699	7	NA	NA	NA	2:mycb,myca	NA	NA	NA	NA
setd3	mgi:1289184	direct_annotation_to_the_hindlimb	NA	2	589	0.739390566032	604	NA	NA	NA	NA	NA	NA	NA	NA
fmgty2	mgi:3512799	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	140	NA	NA	NA	NA	NA	NA	NA	NA
rspo2	mgi:1922667	direct_annotation_to_the_hindlimb	1:rspo2	10	412	3.64814938442	429	rspo2	zdb-gene-060503-667	direct_annotation_to_the_pelvic_fin	1:rspo2	9	573	4.09270947393	570
gpr161	mgi:2685054	direct_annotation_to_the_hindlimb	NA	2	589	1.1030262976	563	NA	NA	NA	1:gpr161	NA	NA	NA	NA
lrp5	mgi:1278315	direct_annotation_to_the_hindlimb	NA	23	277	10.6740552512	255	NA	NA	NA	1:lrp5	NA	NA	NA	NA
fstl1	mgi:102793	direct_annotation_to_the_hindlimb	NA	20	299	8.23790557891	289	NA	NA	NA	2:fstl1a,fstl1b	NA	NA	NA	NA
mef2c	mgi:99458	direct_annotation_to_the_hindlimb	NA	59	148	22.8841985206	114	NA	NA	NA	2:mef2ca,mef2cb	NA	NA	NA	NA
bglap	mgi:88156	predicted	NA	60	141	24.8620968977	99	NA	NA	NA	NA	NA	NA	NA	NA
ankib1	mgi:1918047	direct_annotation_to_the_hindlimb	NA	61	107	19.1415916687	172	NA	NA	NA	2:ankib1a,ankib1b	NA	NA	NA	NA
fst	mgi:95586	direct_annotation_to_the_hindlimb	1:fst	69	88	27.0850548207	86	fsta	zdb-gene-990714-11	predicted	2:fsta,fstb	39	422	17.8231687706	422
pappa2	mgi:3051647	direct_annotation_to_the_hindlimb	NA	2	589	1.21977023786	555	NA	NA	NA	1:pappa2	NA	NA	NA	NA
junb	mgi:96647	direct_annotation_to_the_hindlimb	1:junb	38	215	15.593182671	205	junba	zdb-gene-040426-2172	predicted	2:junba,junbb	132	86	54.878881963	109
jdp2	mgi:1932093	direct_annotation_to_the_hindlimb	NA	18	314	6.51345969391	327	NA	NA	NA	2:jdp2a,jdp2b	NA	NA	NA	NA
irs1	mgi:99454	direct_annotation_to_the_hindlimb	NA	56	161	24.9543693652	97	NA	NA	NA	1:irs1	NA	NA	NA	NA
iqce	mgi:1921489	direct_annotation_to_the_hindlimb	NA	4	524	1.82715652549	509	NA	NA	NA	1:iqce	NA	NA	NA	NA
mmp9	mgi:97011	direct_annotation_to_the_hindlimb	NA	120	22	49.7613394719	21	NA	NA	NA	1:mmp9	NA	NA	NA	NA
lmna	mgi:96794	direct_annotation_to_the_hindlimb	NA	54	167	20.2794834413	127	NA	NA	NA	1:lmna	NA	NA	NA	NA
mmp2	mgi:97009	predicted	NA	87	60	35.3982136596	63	NA	NA	NA	1:mmp2	NA	NA	NA	NA
skmw2	mgi:3036183	direct_annotation_to_the_hindlimb	NA	17	329	6.12954146074	346	NA	NA	NA	NA	NA	NA	NA	NA
hells	mgi:106209	direct_annotation_to_the_hindlimb	NA	24	271	8.61690092613	284	NA	NA	NA	1:hells	NA	NA	NA	NA
agl	mgi:1924809	direct_annotation_to_the_hindlimb	NA	2	589	1.21318458539	556	NA	NA	NA	2:agla,aglb	NA	NA	NA	NA
cnp	mgi:88437	direct_annotation_to_the_hindlimb	NA	2	589	0.738892959562	605	NA	NA	NA	1:cnp	NA	NA	NA	NA
tgfbr3	mgi:104637	direct_annotation_to_the_hindlimb	NA	22	283	8.74106648091	282	NA	NA	NA	1:tgfbr3	NA	NA	NA	NA
sod1	mgi:98351	direct_annotation_to_the_hindlimb	NA	33	236	12.3538925912	240	NA	NA	NA	1:sod1	NA	NA	NA	NA
kdf1	mgi:1916323	direct_annotation_to_the_hindlimb	NA	1	627	0.401756974668	629	NA	NA	NA	2:kdf1b,kdf1a	NA	NA	NA	NA
sox8	mgi:98370	direct_annotation_to_the_hindlimb	NA	3	549	0.932897302481	593	NA	NA	NA	2:sox8b,sox8a	NA	NA	NA	NA
sox9	mgi:98371	direct_annotation_to_the_hindlimb	NA	110	30	43.7136384283	34	NA	NA	NA	2:sox9a,sox9b	NA	NA	NA	NA
pla2g6	mgi:1859152	direct_annotation_to_the_hindlimb	NA	11	392	3.8360942006	419	NA	NA	NA	1:pla2g6	NA	NA	NA	NA
ebf2	mgi:894332	direct_annotation_to_the_hindlimb	NA	4	524	1.35123396363	546	NA	NA	NA	1:ebf2	NA	NA	NA	NA
fmgty7	mgi:3512922	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	134	NA	NA	NA	NA	NA	NA	NA	NA
ptch1	mgi:105373	predicted	1:ptch1	99	40	38.8190669644	48	ptch1	zdb-gene-980526-196	predicted	1:ptch1	52	382	23.8507115106	369
fbxl22	mgi:1921415	direct_annotation_to_the_hindlimb	NA	59	148	18.580091966	184	NA	NA	NA	1:fbxl22	NA	NA	NA	NA
NA	NA	NA	1:uckl1	NA	NA	NA	NA	uckl1a	zdb-gene-040724-238	predicted	NA	74	279	29.6	318
NA	NA	NA	NA	NA	NA	NA	NA	uckl1b	zdb-gene-090311-45	predicted	NA	74	279	29.7329411765	314
NA	NA	NA	1:plcb3	NA	NA	NA	NA	plcb3	zdb-gene-030616-594	predicted	NA	46	403	22.1697873372	389
NA	NA	NA	1:rpl23a	NA	NA	NA	NA	rpl23a	zdb-gene-030131-7479	predicted	NA	72	289	41.6130843596	215
NA	NA	NA	1:dbh	NA	NA	NA	NA	dbh	zdb-gene-990621-3	predicted	NA	2	609	0.834705882353	611
NA	NA	NA	NA	NA	NA	NA	NA	cct2	zdb-gene-020419-6	predicted	NA	125	103	60.8816584112	79
NA	NA	NA	1:cct3	NA	NA	NA	NA	cct3	zdb-gene-020419-5	predicted	NA	113	136	55.8932501279	105
NA	NA	NA	NA	NA	NA	NA	NA	kng1	zdb-gene-041010-56	predicted	NA	20	509	11.3747875497	486
NA	NA	NA	NA	NA	NA	NA	NA	cct7	zdb-gene-020419-7	predicted	NA	133	84	64.5469575232	63
NA	NA	NA	1:s1pr4	NA	NA	NA	NA	s1pr4	zdb-gene-050506-8	predicted	NA	39	422	17.6714837397	423
NA	NA	NA	1:gata6	NA	NA	NA	NA	gata6	zdb-gene-000622-1	predicted	NA	90	212	37.3368046828	247
NA	NA	NA	1:eda	NA	NA	NA	NA	eda	zdb-gene-050107-6	predicted	NA	7	586	3.60044363807	575
NA	NA	NA	1:pnpla6	NA	NA	NA	NA	pnpla6	zdb-gene-050107-4	predicted	NA	127	95	57.1810400038	99
NA	NA	NA	NA	NA	NA	NA	NA	syt14	NA	predicted	NA	4	598	1.60352941176	602
NA	NA	NA	1:tnnc1	NA	NA	NA	NA	tnnc1a	zdb-gene-030523-1	predicted	NA	92	205	41.24846307	217
NA	NA	NA	1:cpsf3	NA	NA	NA	NA	cpsf3	zdb-gene-030131-3275	predicted	NA	66	323	33.4614973384	279
NA	NA	NA	1:gata5	NA	NA	NA	NA	gata5	zdb-gene-980526-340	predicted	NA	85	225	34.6428986928	265
NA	NA	NA	1:rac2	NA	NA	NA	NA	rac2	zdb-gene-040625-27	predicted	NA	159	44	73.3136014926	39
NA	NA	NA	NA	NA	NA	NA	NA	prp19	NA	predicted	NA	43	410	21.9441176471	391
NA	NA	NA	1:dzip1	NA	NA	NA	NA	dzip1	zdb-gene-040526-1	predicted	NA	15	540	6.92237144268	537
NA	NA	NA	NA	NA	NA	NA	NA	unm_t31489	zdb-gene-070117-1966	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	1:polr3b	NA	NA	NA	NA	polr3b	zdb-gene-030131-2887	predicted	NA	103	169	53.0482342197	118
NA	NA	NA	1:acta1	NA	NA	NA	NA	acta1a	zdb-gene-050417-267	predicted	NA	84	226	33.2370588235	283
NA	NA	NA	1:acta1	NA	NA	NA	NA	acta1b	zdb-gene-030131-55	predicted	NA	218	11	97.6681781591	10
NA	NA	NA	1:gfra1	NA	NA	NA	NA	gfra1a	zdb-gene-010226-2	predicted	NA	19	512	9.41377898735	504
NA	NA	NA	1:bms1	NA	NA	NA	NA	bms1	zdb-gene-060720-2	predicted	NA	46	403	26.650386835	346
NA	NA	NA	1:ppm1d	NA	NA	NA	NA	ppm1da	zdb-gene-040426-815	predicted	NA	53	377	19.6388235294	415
NA	NA	NA	1:ppm1d	NA	NA	NA	NA	ppm1db	zdb-gene-041114-27	predicted	NA	53	377	19.6458823529	414
NA	NA	NA	NA	NA	NA	NA	NA	dkc1	zdb-gene-031118-120	predicted	NA	75	273	40.3668187877	230
NA	NA	NA	1:cct5	NA	NA	NA	NA	cct5	zdb-gene-030131-977	predicted	NA	132	86	65.7486156262	58
NA	NA	NA	NA	NA	NA	NA	NA	mpx	zdb-gene-030131-9460	predicted	NA	35	448	15.492184296	441
NA	NA	NA	NA	NA	NA	NA	NA	scn12aa	zdb-gene-060908-2	predicted	NA	20	509	8.45548158009	508
NA	NA	NA	1:loxl1	NA	NA	NA	NA	loxl1	zdb-gene-060503-693	predicted	NA	6	592	2.85439244866	590
NA	NA	NA	NA	NA	NA	NA	NA	zgc:110250	NA	predicted	NA	114	132	49.3835294118	153
NA	NA	NA	1:smad1	NA	NA	NA	NA	smad1	zdb-gene-991119-8	predicted	NA	101	177	46.1038065048	180
NA	NA	NA	1:acly	NA	NA	NA	NA	aclya	zdb-gene-031113-1	predicted	NA	104	167	40.5917647059	226
NA	NA	NA	NA	NA	NA	NA	NA	yes1	zdb-gene-050126-1	predicted	NA	145	69	58.9685986637	91
NA	NA	NA	1:edar	NA	NA	NA	NA	edar	zdb-gene-070117-2062	direct_annotation_to_the_pelvic_fin	NA	15	540	6.57372891341	541
NA	NA	NA	1:mybl2	NA	NA	NA	NA	mybl2b	zdb-gene-041007-1	predicted	NA	98	184	44.5563000712	196
NA	NA	NA	NA	NA	NA	NA	NA	wu:fi34d11	NA	predicted	NA	36	441	15.9688235294	434
NA	NA	NA	NA	NA	NA	NA	NA	nop58	zdb-gene-040426-2140	predicted	NA	72	289	40.7594663921	221
NA	NA	NA	1:eif4a1	NA	NA	NA	NA	eif4a1a	zdb-gene-031030-2	predicted	NA	123	107	62.6330305719	71
NA	NA	NA	1:rps27a	NA	NA	NA	NA	rps27a	zdb-gene-030131-10018	predicted	NA	112	139	59.8523529412	84
NA	NA	NA	NA	NA	NA	NA	NA	actb2	zdb-gene-000329-3	predicted	NA	79	250	32.1694117647	295
NA	NA	NA	NA	NA	NA	NA	NA	actb1	zdb-gene-000329-1	predicted	NA	92	205	37.0123529412	248
NA	NA	NA	1:actl6a	NA	NA	NA	NA	actl6a	zdb-gene-020419-36	predicted	NA	188	24	83.9022902989	23
NA	NA	NA	1:ppm1b	NA	NA	NA	NA	ppm1bb	zdb-gene-041114-185	predicted	NA	42	415	14.9558823529	445
NA	NA	NA	NA	NA	NA	NA	NA	zgc:171516	NA	predicted	NA	64	330	25.1741176471	358
NA	NA	NA	1:ak9	NA	NA	NA	NA	ak9	zdb-gene-041014-337	predicted	NA	59	347	28.1126251092	329
NA	NA	NA	1:ak2	NA	NA	NA	NA	ak2	zdb-gene-030131-512	predicted	NA	66	323	27.5083983578	336
